f00F,f00M,f05F,f05M,f13F,f13M,f25F,f25M,facF,facM,rotulo
20,19,18,18,169,326,17,27,26,28,1
2,7,6,6,74,169,5,27,8,29,1
48,52,42,43,210,660,37,84,56,84,1
49,54,44,44,132,655,36,58,54,58,1
1,1,2,3,21,32,0,4,2,5,1
8,6,3,3,40,66,2,7,5,8,1
18,16,13,13,72,230,13,41,21,42,1
9,12,1,3,25,83,4,9,7,9,1
14,11,9,10,73,172,6,13,10,13,1
9,7,4,5,36,54,2,10,5,10,1
3,1,6,6,22,76,5,5,8,5,1
59,54,15,15,161,524,21,79,34,80,1
71,67,34,35,373,754,37,38,57,39,1
4,1,2,2,19,32,0,4,1,4,1
20,18,17,18,103,347,17,19,26,19,1
25,23,17,17,142,168,13,15,21,15,1
11,7,10,10,67,183,4,22,5,22,1
3,4,5,5,48,87,4,12,9,13,1
10,7,4,4,41,105,2,12,4,12,1
143,142,107,107,805,2370,71,160,108,161,1
50,49,83,84,918,1639,46,222,72,223,1
28,29,27,28,132,464,28,70,44,72,1
6,11,2,2,48,78,5,9,9,9,1
36,29,29,31,189,511,12,43,19,43,1
26,26,26,27,369,574,16,101,26,102,1
6,7,9,10,21,21,10,138,10,256,2
3,3,5,5,27,27,3,48,3,288,2
45,47,75,76,165,167,143,531,143,2450,2
22,23,14,14,37,39,14,192,14,320,2
15,15,3,5,38,38,9,90,11,211,2
7,7,3,5,14,16,5,31,5,115,2
6,8,3,4,17,18,5,31,5,196,2
8,10,4,5,26,26,5,89,5,153,2
1,2,1,1,10,11,1,39,2,91,2
19,20,25,25,74,75,11,430,11,869,2
98,100,32,32,122,124,44,228,44,2049,2
8,8,13,13,21,22,14,93,15,391,2
12,13,13,13,67,67,7,209,7,435,2
19,20,20,22,99,100,12,132,12,998,2
29,29,23,23,47,48,10,363,10,571,2
5,5,7,9,28,28,12,68,12,224,2
15,17,11,11,23,23,6,89,6,273,2
69,71,45,45,332,333,49,378,49,1875,2
70,70,96,96,336,338,64,1062,64,1674,2
4,6,14,15,45,46,7,96,7,374,2
1,1,0,1,7,7,1,23,3,36,2
10,12,15,16,72,73,10,202,10,980,2
27,29,23,23,57,57,12,107,12,681,2
44,45,15,16,111,111,24,173,26,767,2
3,4,1,1,11,11,1,36,3,58,2
6,7,10,12,30,31,13,58,15,230,2
31,33,24,26,45,45,26,251,26,391,2
3,3,4,4,18,19,6,41,7,173,2
22,24,7,9,29,31,22,147,22,332,2
7,7,6,7,13,14,7,36,7,253,2
8,8,8,8,24,25,6,73,6,205,2
6,7,4,5,19,19,13,178,13,271,2
1,1,1,1,9,10,0,16,1,54,2
29,29,25,26,51,53,30,285,32,553,2
13,13,14,14,42,42,8,81,8,320,2
6,6,2,3,19,19,10,84,10,219,2
23,23,16,16,70,71,23,140,24,490,2
21,21,6,6,39,40,5,223,5,337,2
14,14,5,5,33,33,6,157,7,337,2
13,14,4,5,24,24,18,164,18,348,2
5,6,2,4,8,9,2,60,2,98,2
3,3,2,3,10,11,3,42,4,87,2
49,49,27,28,146,146,27,458,28,1107,2
5,5,6,6,27,28,2,75,2,261,2
47,47,14,16,130,130,29,257,29,1506,2
8,10,18,18,116,118,18,228,20,569,2
17,17,30,32,72,74,12,351,13,808,2
3,5,2,2,10,11,3,30,3,68,2
8,8,5,7,15,16,5,52,7,181,2
3,4,10,12,29,29,10,75,12,209,2
19,19,41,41,155,156,35,255,35,749,2
3,3,2,2,8,8,0,24,2,55,2
1,2,1,1,2,4,1,15,1,68,2
3,3,0,2,7,8,3,22,3,56,2
17,18,7,8,43,43,17,233,18,457,2
1,2,2,4,15,17,2,63,4,97,2
5,5,2,3,22,22,3,32,3,113,2
7,8,3,4,28,28,4,45,5,285,2
9,9,15,15,31,31,15,65,16,387,2
1,1,2,2,14,14,5,32,6,153,2
8,10,14,15,44,45,14,201,15,303,2
11,11,16,16,36,36,14,92,14,541,2
2,3,3,3,14,15,3,31,3,255,2
4,4,2,3,15,15,4,44,4,121,2
6,6,3,3,13,13,1,62,1,125,2
1,2,3,4,17,18,6,57,7,131,2
47,48,54,55,139,140,32,402,33,1870,2
1,2,7,7,20,21,2,67,2,189,2
83,83,23,23,171,172,70,244,71,1654,2
14,14,3,5,25,25,6,44,6,329,2
11,11,29,30,80,80,39,138,39,1064,2
1,2,1,2,6,6,5,62,5,104,2
2,3,3,4,25,25,3,46,3,223,2
2,4,0,2,6,6,0,23,2,71,2
1,1,1,3,19,19,1,31,1,118,2
1,1,0,1,9,10,1,24,3,111,2
9,10,10,12,89,89,17,258,17,688,2
9,11,5,6,44,45,11,39,11,313,2
0,0,0,0,2,3,0,10,0,14,2
5,5,0,2,8,9,2,29,3,115,2
8,8,28,28,92,92,20,256,22,486,2
3,3,2,3,7,7,1,55,2,83,2
84,84,45,46,93,93,34,268,36,1182,2
9,9,12,12,49,49,17,56,17,445,2
0,0,0,0,2,4,0,5,0,18,2
32,32,36,36,81,82,18,256,18,1024,2
15,15,15,17,43,43,10,234,10,486,2
2,2,2,3,9,9,2,35,3,107,2
16,16,7,7,33,34,22,188,23,558,2
7,8,8,9,45,46,16,209,17,413,2
6,6,10,10,26,26,14,146,15,468,2
4,4,3,3,7,9,3,18,4,117,2
18,20,47,49,170,170,60,270,62,1463,2
19,21,17,18,69,69,22,87,23,428,2
12,14,14,14,79,79,30,166,30,628,2
9,9,3,5,31,33,9,68,9,233,2
14,15,16,16,39,40,16,177,18,859,2
5,5,1,2,14,14,6,55,6,140,2
3,3,1,1,9,10,3,13,3,88,2
1,3,3,3,7,7,1,37,3,86,2
3,5,3,5,14,14,5,12,5,77,2
7,7,7,7,14,14,5,46,6,271,2
2,2,7,7,13,14,5,92,5,203,2
13,14,2,4,30,31,5,75,6,287,2
0,0,0,0,6,6,2,8,2,32,2
5,6,8,8,38,40,8,56,8,167,2
69,69,36,36,126,126,20,592,21,1698,2
2,3,4,5,15,15,6,37,7,180,2
25,25,11,12,46,47,21,400,21,630,2
2,3,0,2,13,13,3,29,3,47,2
14,15,11,12,23,23,9,83,9,321,2
129,129,62,62,328,328,68,1042,69,3063,2
2,3,1,2,7,7,1,26,2,70,2
5,5,14,15,28,29,6,196,7,398,2
1,1,1,1,8,10,3,15,4,62,2
1,1,3,3,7,8,1,12,3,83,2
4,4,2,2,7,8,2,27,2,128,2
1,1,1,1,15,16,3,30,3,141,2
7,7,9,9,39,41,19,114,20,498,2
22,23,33,34,89,89,40,167,41,744,2
260,262,160,160,456,458,176,1587,176,3980,2
29,31,16,16,70,70,18,55,19,457,2
2,3,0,1,7,8,2,23,2,74,2
18,19,39,40,104,104,53,450,53,767,2
4,6,0,1,14,16,3,18,4,99,2
5,6,2,3,16,17,5,62,6,129,2
0,0,0,1,3,3,0,4,0,27,2
2,3,2,2,10,11,3,57,3,90,2
8,10,23,23,57,58,14,183,14,608,2
19,20,14,15,57,57,5,100,6,467,2
5,5,10,10,32,34,13,69,13,223,2
2,3,4,6,12,13,2,48,3,151,2
3,3,3,4,10,12,6,26,7,150,2
6,7,6,6,24,25,7,60,7,209,2
2,3,5,5,8,8,6,43,7,193,2
21,21,22,22,57,58,25,118,25,903,2
47,48,64,64,142,142,67,574,67,1029,2
28,28,26,28,89,91,32,151,32,581,2
4,4,3,4,31,33,3,81,3,157,2
7,9,7,7,29,30,13,109,14,217,2
0,0,0,2,3,3,0,7,0,33,2
4,4,1,1,12,14,4,16,4,85,2
1,3,3,3,5,5,0,18,1,73,2
2,4,4,4,12,12,4,54,4,137,2
7,7,2,2,28,29,8,32,9,262,2
6,8,2,3,19,20,9,81,9,129,2
11,12,5,5,31,32,9,60,9,359,2
2,4,4,4,8,10,1,25,2,114,2
6,6,7,7,17,17,4,99,5,149,2
2,2,2,3,11,12,2,20,2,56,2
6,7,5,6,9,9,2,68,3,138,2
23,25,7,7,50,50,17,145,18,316,2
17,19,11,11,63,63,9,219,9,397,2
8,8,17,17,55,55,20,194,20,379,2
13,13,10,10,37,37,13,94,13,210,2
3,3,8,9,27,27,2,99,3,335,2
0,1,0,1,5,6,0,18,1,35,2
7,7,4,4,25,27,8,76,8,465,2
601,601,454,456,1812,1813,555,4410,555,7877,2
4,6,3,4,10,11,1,27,3,72,2
3,3,3,4,23,23,3,26,3,154,2
1,3,1,3,15,15,3,31,3,116,2
3,3,6,6,32,32,10,47,10,246,2
10,10,25,26,67,69,36,110,36,916,2
38,38,15,15,71,71,32,146,32,865,2
17,17,36,37,164,164,38,226,39,1817,2
15,15,13,13,64,64,9,111,10,555,2
28,30,11,13,101,101,13,273,14,524,2
3,4,3,4,18,19,5,29,6,191,2
55,57,32,32,129,129,77,312,78,1125,2
0,0,0,0,1,1,0,10,0,18,2
6,6,1,3,24,26,6,68,6,101,2
2,3,5,6,20,20,3,39,3,159,2
2,2,2,2,29,30,9,48,10,237,2
46,46,22,22,161,163,27,572,29,935,2
19,20,8,10,50,52,11,404,12,607,2
6,7,4,5,7,8,5,74,6,130,2
1,3,0,1,4,5,1,10,3,39,2
2,2,0,2,2,3,0,10,2,28,2
7,7,4,4,14,14,7,86,7,188,2
7,7,3,3,14,15,2,82,3,191,2
5,6,3,5,13,13,7,76,8,154,2
16,16,15,16,47,47,10,126,12,246,2
53,54,26,27,72,72,40,429,40,890,2
4,4,4,4,24,24,4,25,4,186,2
4,4,4,6,11,13,1,59,3,114,2
161,163,158,159,564,565,232,1975,234,3791,2
7,7,6,6,23,23,7,129,8,364,2
2,3,2,3,7,8,2,12,2,60,2
1,1,1,1,9,9,2,24,2,59,2
0,2,2,2,3,5,2,18,2,25,2
62,62,37,39,101,102,40,251,40,1253,2
1,1,0,1,4,4,1,39,1,67,2
1,1,4,4,14,16,1,46,1,96,2
30,31,34,34,127,127,37,215,37,508,2
6,8,11,13,16,16,14,32,14,256,2
2,3,2,2,6,6,2,16,2,50,2
28,28,22,24,83,84,35,173,35,610,2
2,2,1,2,8,8,1,22,2,97,2
0,0,0,0,2,2,0,5,0,18,2
2,4,5,5,14,14,2,47,4,211,2
0,1,0,0,3,4,0,13,1,37,2
2,4,8,9,14,14,4,136,4,235,2
1,1,2,2,7,8,1,36,2,87,2
0,0,0,2,2,2,0,11,2,18,2
8,9,5,5,15,15,2,85,3,226,2
8,8,3,4,21,21,3,35,3,188,2
13,14,13,13,35,35,17,88,17,593,2
1,3,3,3,5,5,3,22,4,78,2
22,22,20,20,50,50,20,142,22,439,2
2,2,0,2,8,8,2,28,3,43,2
4,6,19,21,30,30,15,84,16,478,2
6,6,2,3,12,14,2,31,3,123,2
93,95,61,63,182,182,59,1073,59,1609,2
23,23,16,17,69,69,10,122,10,380,2
5,5,5,6,30,30,3,138,3,279,2
1,3,3,4,12,12,1,27,3,136,2
28,28,10,10,50,50,34,390,35,942,2
6,6,1,3,18,18,6,42,6,137,2
7,7,5,5,11,11,8,27,8,176,2
0,1,0,0,5,5,0,13,1,44,2
0,0,0,0,1,1,0,3,1,22,2
9,9,2,2,22,23,3,87,4,193,2
19,19,5,7,26,28,17,59,19,303,2
0,1,0,1,4,5,0,10,0,27,2
4,5,5,5,40,41,4,92,5,215,2
7,9,5,7,18,18,4,74,4,157,2
2,3,6,8,17,17,5,40,5,145,2
14,15,30,32,53,54,40,150,40,818,2
13,14,4,4,37,38,17,61,17,321,2
0,0,0,1,3,3,0,14,0,33,2
16,18,19,19,38,40,10,105,10,512,2
54,54,16,17,131,132,47,347,47,1061,2
27,27,13,15,42,43,12,186,12,293,2
0,1,1,1,5,5,0,13,1,47,2
2,4,2,4,7,9,0,31,2,60,2
12,13,17,17,72,73,14,90,16,681,2
12,12,18,18,182,183,15,173,15,1002,2
1,2,1,1,9,10,4,28,4,131,2
9,9,3,4,26,26,8,68,8,258,2
2,3,2,2,7,8,7,23,7,119,2
7,7,3,3,11,11,7,53,8,219,2
5,5,3,3,19,19,6,55,6,108,2
5,6,8,10,32,32,11,51,13,234,2
7,8,3,3,14,14,5,108,5,184,2
6,6,5,5,22,23,5,71,6,158,2
16,16,6,6,49,49,19,79,19,538,2
57,57,24,24,144,144,17,311,17,709,2
0,1,1,1,9,10,3,21,4,81,2
15,15,7,8,45,45,7,118,8,226,2
4,4,4,6,28,28,3,74,4,113,2
0,0,0,1,1,1,0,11,1,19,2
8,8,6,6,27,27,9,53,9,214,2
128,128,128,130,202,202,47,1617,48,3599,2
2,2,3,3,6,7,2,17,3,131,2
5,6,5,5,25,26,5,77,6,194,2
6,6,5,5,13,13,4,20,4,128,2
2,2,2,2,3,3,2,10,3,85,2
0,2,0,2,9,11,2,9,3,53,2
10,10,12,13,51,51,21,248,21,378,2
21,21,18,20,58,58,25,223,27,696,2
1,2,0,0,5,5,1,11,1,54,2
4,4,3,4,21,23,4,21,6,136,2
8,9,4,4,39,41,5,47,7,283,2
10,11,15,15,54,54,7,90,8,260,2
65,66,54,55,296,298,97,221,97,1890,2
14,15,13,13,28,28,21,219,21,442,2
165,167,74,75,274,276,106,1151,108,3075,2
36,38,104,106,254,255,132,1016,132,1529,2
20,21,25,26,87,88,50,543,52,1032,2
14,14,9,9,44,45,12,106,12,236,2
13,13,7,9,23,23,6,140,6,255,2
9,9,6,8,51,51,20,154,20,230,2
0,1,0,1,1,2,0,8,0,31,2
72,74,45,45,134,134,57,256,57,1807,2
29,29,21,21,47,47,13,324,13,540,2
1,2,1,1,5,5,1,33,2,55,2
8,8,7,7,14,14,8,40,8,206,2
16,16,16,17,40,41,7,164,8,400,2
25,26,31,33,108,108,8,273,10,580,2
15,17,10,12,28,30,9,44,10,370,2
16,16,24,25,84,85,10,232,10,581,2
3,4,1,3,6,6,3,34,3,86,2
0,1,0,1,6,6,0,18,1,42,2
31,31,15,15,77,78,17,344,17,515,2
21,22,43,43,77,77,63,164,63,1143,2
3,3,0,2,8,8,3,28,3,37,2
6,7,12,13,42,42,21,150,21,314,2
6,7,5,6,13,13,2,44,2,215,2
2,2,0,2,3,3,0,25,2,40,2
2,4,1,2,17,17,1,31,1,124,2
0,0,0,0,3,3,0,13,0,17,2
1,1,1,2,19,20,2,34,4,147,2
23,25,14,15,76,76,11,328,12,548,2
4,4,1,3,13,14,3,54,3,90,2
26,26,8,9,53,53,14,113,15,503,2
0,0,0,0,1,1,0,6,1,13,2
1,1,1,3,4,4,3,17,3,65,2
1,1,0,1,6,7,1,15,1,50,2
46,46,38,38,80,80,20,407,21,934,2
3,3,0,1,6,6,0,20,1,102,2
2,2,1,2,10,11,3,17,3,104,2
1,3,1,1,3,3,1,10,3,59,2
35,36,31,31,60,61,9,205,9,848,2
17,17,7,8,52,52,8,76,8,443,2
16,17,11,11,53,54,21,374,23,651,2
4,4,10,11,41,42,13,72,14,424,2
17,19,11,13,57,59,10,75,11,291,2
46,46,36,36,119,120,16,724,17,1509,2
0,1,1,1,7,7,2,14,2,61,2
0,1,1,2,7,7,2,20,2,60,2
9,9,8,9,48,49,5,157,6,343,2
1,2,1,2,7,7,4,24,4,98,2
0,0,0,0,2,4,0,6,2,13,2
1,1,1,1,10,11,1,13,1,104,2
51,51,29,30,225,225,78,232,80,2005,2
9,9,14,14,30,31,18,200,18,439,2
6,6,1,2,16,17,5,56,5,174,2
0,1,0,1,3,4,1,16,1,29,2
0,0,0,0,0,2,0,4,0,19,2
4,6,2,2,8,8,3,41,4,117,2
18,18,12,12,27,27,13,206,14,381,2
3,4,5,5,19,20,5,59,6,105,2
2,2,1,2,11,11,3,47,3,103,2
1,2,2,3,6,7,0,15,1,104,2
2,4,2,4,8,8,2,55,4,93,2
0,1,3,3,5,5,3,16,4,97,2
0,1,1,1,8,10,0,15,1,74,2
0,0,0,0,0,1,0,4,0,13,2
8,10,7,7,33,35,26,131,26,621,2
8,9,2,3,30,31,7,83,7,286,2
1,1,0,0,4,4,1,25,1,43,2
1,1,1,1,6,6,1,13,1,43,2
1,2,1,2,15,15,4,22,4,129,2
19,19,12,14,75,77,41,175,43,578,2
4,4,6,6,43,43,10,158,10,263,2
57,57,48,48,248,248,120,621,122,1993,2
1,1,0,0,3,4,0,17,1,25,2
42,43,23,25,191,191,54,572,54,1078,2
0,0,0,0,0,2,0,5,0,12,2
24,25,6,7,88,88,21,129,21,855,2
49,49,15,17,90,91,33,609,33,933,2
3,3,2,2,7,9,2,22,2,47,2
1,3,1,1,4,5,1,22,3,36,2
0,2,2,2,4,4,2,19,4,41,2
61,61,28,30,92,94,28,266,30,918,2
26,28,71,71,146,148,78,391,78,1179,2
15,17,10,10,25,27,7,91,7,315,2
13,14,12,12,22,22,5,128,5,316,2
23,24,7,7,39,40,13,173,13,504,2
20,21,9,11,28,30,21,295,23,493,2
4,6,6,7,22,24,7,53,7,111,2
19,19,16,16,94,95,27,279,28,433,2
3,5,3,3,8,9,2,58,3,132,2
5,5,4,5,40,40,14,54,15,362,2
16,17,7,8,66,66,11,139,12,555,2
24,24,23,24,70,70,14,85,14,613,2
8,9,3,3,25,26,6,98,6,167,2
3,4,1,3,6,7,0,22,1,61,2
11,12,14,15,87,88,17,130,18,537,2
4,4,2,3,9,9,8,109,8,166,2
3,3,2,2,19,20,2,50,2,90,2
29,29,26,26,80,80,15,209,16,370,2
9,9,7,9,19,19,4,72,6,285,2
0,0,0,0,3,3,0,4,0,25,2
15,17,10,10,64,66,14,138,15,318,2
3,4,2,2,35,35,10,52,11,294,2
104,104,65,65,227,228,126,925,127,3083,2
15,15,4,4,20,21,15,144,16,424,2
84,85,117,118,323,323,194,2300,196,4836,2
5,6,4,4,10,11,5,51,5,128,2
6,8,1,2,24,24,2,82,2,148,2
3,5,2,3,7,7,3,22,3,93,2
25,26,49,49,305,305,25,800,26,1815,2
1,1,0,1,3,4,1,15,1,54,2
25,25,12,12,67,67,18,184,19,436,2
1,2,2,2,12,12,4,64,5,104,2
16,17,6,6,42,42,17,213,18,445,2
0,1,0,0,1,1,0,5,1,31,2
3,5,6,7,11,11,2,37,2,240,2
14,15,18,19,38,38,25,160,25,826,2
2,2,0,1,7,7,1,21,2,58,2
0,0,0,0,8,8,2,8,3,47,2
3,3,2,2,6,6,2,14,3,52,2
4,5,2,3,19,19,1,39,1,166,2
2,3,8,9,15,15,8,46,8,199,2
17,18,26,26,117,118,44,441,44,746,2
21,22,7,8,25,27,10,172,10,611,2
3,5,5,5,51,53,5,80,7,272,2
25,25,14,14,64,64,11,195,11,693,2
6,7,5,6,16,16,6,32,6,257,2
7,8,28,29,77,77,13,182,14,811,2
5,5,4,4,10,10,1,59,1,103,2
2,4,2,2,7,9,2,30,4,84,2
13,15,16,18,42,44,10,147,12,341,2
3,3,2,2,13,14,9,111,9,192,2
8,8,5,5,31,32,3,61,4,265,2
2,4,2,2,2,4,2,24,2,32,2
3,4,3,4,13,13,1,38,3,130,2
6,6,5,5,10,11,3,36,3,104,2
6,6,4,4,20,22,3,22,4,152,2
2,3,1,1,9,10,1,19,2,79,2
1,1,2,3,8,9,2,16,3,92,2
45,46,79,79,164,164,48,468,49,3322,2
0,2,0,2,7,7,2,21,2,54,2
18,18,9,11,51,51,7,113,8,703,2
5,7,5,5,20,20,9,80,11,158,2
22,24,16,17,39,39,6,97,6,524,2
19,19,16,18,62,63,5,162,5,341,2
1,1,3,3,9,10,1,23,1,70,2
3,3,3,5,11,13,3,33,5,238,2
45,46,34,34,89,89,44,611,45,1435,2
26,28,22,23,79,79,23,88,23,630,2
9,11,20,21,83,83,21,110,23,518,2
4,4,0,1,7,7,3,44,3,68,2
8,9,8,9,31,31,2,142,2,214,2
2,2,1,1,9,9,2,65,2,100,2
43,43,34,35,84,86,25,339,25,1048,2
0,2,0,2,10,10,0,13,2,58,2
3,5,3,3,10,10,0,19,2,68,2
14,15,18,18,40,41,8,117,9,570,2
23,23,21,22,55,55,17,220,17,759,2
3,3,10,10,24,24,16,118,18,242,2
21,22,9,10,43,43,9,163,10,366,2
23,24,26,26,59,60,7,371,8,600,2
8,9,3,5,17,19,9,50,9,226,2
2,2,1,1,9,10,2,43,2,65,2
1,1,1,1,8,9,1,17,3,138,2
38,39,18,20,71,71,30,141,32,979,2
5,5,5,5,18,18,6,85,6,148,2
17,18,8,8,97,97,8,138,8,398,2
0,1,0,1,3,4,0,7,0,38,2
5,5,6,6,26,27,16,50,17,400,2
11,11,5,6,18,19,11,60,11,310,2
9,10,12,12,50,52,21,243,21,483,2
1,1,2,3,8,8,3,42,3,80,2
29,29,21,22,41,42,16,149,16,644,2
15,15,5,5,26,27,12,51,12,330,2
0,1,0,0,4,6,0,11,1,37,2
3,4,10,11,23,24,9,111,9,220,2
9,10,3,3,26,27,3,104,3,212,2
45,46,19,19,80,80,42,174,43,815,2
10,10,9,10,46,46,4,32,6,277,2
4,5,3,3,13,13,3,51,3,106,2
4,5,0,1,8,8,2,42,2,84,2
41,43,14,16,111,111,49,387,49,749,2
0,1,0,1,4,4,2,25,2,62,2
3,3,10,11,32,32,3,35,5,221,2
10,10,15,17,62,62,17,98,18,360,2
3,3,2,3,13,14,3,23,3,139,2
5,5,7,7,33,35,8,35,8,296,2
0,0,0,0,1,2,0,4,1,19,2
4,4,1,1,11,11,3,21,4,102,2
0,2,2,2,4,5,0,13,2,46,2
2,2,2,2,11,11,3,26,3,61,2
14,15,12,14,71,71,27,137,27,374,2
21,21,16,17,43,44,22,276,22,452,2
8,8,17,18,56,57,21,252,21,504,2
67,68,65,67,305,306,81,362,81,2248,2
21,22,25,26,84,84,17,269,17,645,2
1,1,0,1,3,3,0,7,0,42,2
0,2,2,2,6,7,4,11,6,70,2
25,25,7,7,78,78,29,262,31,453,2
29,30,25,26,102,102,24,288,24,1005,2
0,2,2,3,6,6,3,16,3,57,2
15,16,11,11,46,46,16,187,16,339,2
21,21,23,23,152,153,43,176,44,1124,2
86,87,50,50,402,402,65,418,66,1967,2
15,15,15,15,31,32,8,96,8,414,2
6,6,6,8,15,15,3,73,5,123,2
6,6,1,3,22,22,3,46,3,139,2
124,124,118,119,396,398,225,497,225,4434,2
2,2,1,1,12,13,1,64,2,99,2
30,32,40,42,159,160,67,201,69,1207,2
7,7,5,5,10,10,3,41,5,86,2
57,57,34,35,173,173,15,241,15,1776,2
8,10,12,14,43,43,6,60,7,294,2
6,6,9,10,32,33,3,69,4,250,2
122,124,95,96,242,244,74,1176,74,1820,2
5,5,5,5,31,33,8,38,9,140,2
1,1,0,0,1,3,0,13,0,24,2
9,9,24,25,79,80,32,127,32,851,2
78,80,89,91,230,230,114,326,116,2759,2
6,7,6,6,13,13,4,94,5,145,2
44,46,84,84,231,231,85,850,86,1710,2
62,62,139,140,376,376,179,1985,179,4357,2
2,4,0,2,6,6,2,15,2,49,2
6,6,6,6,25,25,4,46,4,223,2
33,34,32,33,157,158,46,309,46,1108,2
3,3,3,3,10,12,0,41,1,60,2
4,6,6,6,27,27,3,22,4,178,2
0,2,0,0,4,4,0,9,2,18,2
49,49,42,44,166,167,53,435,55,836,2
17,19,8,10,24,24,7,110,8,233,2
18,18,9,9,35,35,12,101,14,672,2
8,9,2,3,27,28,6,55,6,108,2
3,4,3,3,12,12,1,28,1,72,2
1,1,0,0,4,4,0,5,1,26,2
10,10,16,18,130,131,28,185,28,551,2
7,8,16,16,71,71,19,257,20,486,2
14,14,49,49,142,142,68,176,68,1112,2
5,5,1,1,8,8,3,47,3,96,2
9,9,7,7,18,18,6,117,7,391,2
0,1,1,1,5,5,1,17,1,29,2
3,5,5,5,35,35,5,26,5,206,2
5,5,7,8,33,34,7,45,7,310,2
0,2,0,0,2,3,2,15,2,32,2
0,1,1,1,7,9,1,10,1,71,2
0,0,0,1,4,4,0,11,1,39,2
6,7,16,16,51,52,18,196,18,518,2
0,2,0,2,6,8,0,20,2,83,2
9,10,11,13,50,50,7,126,7,335,2
239,240,153,154,873,875,322,1998,323,6126,2
2,2,1,2,14,14,4,24,4,148,2
18,19,5,5,52,53,11,123,11,352,2
1,1,1,2,4,6,1,10,1,68,2
0,2,0,0,3,3,0,7,2,15,2
5,6,8,9,28,29,12,78,12,238,2
1,3,4,4,12,13,3,32,3,100,2
81,81,63,63,126,126,52,625,53,1800,2
9,11,2,3,27,27,9,43,11,142,2
20,20,12,12,88,89,25,295,26,723,2
3,3,3,3,7,8,3,21,3,94,2
0,1,0,1,6,6,1,19,1,56,2
54,54,66,67,352,352,113,438,115,1672,2
1,2,5,6,16,17,3,81,3,133,2
3,4,1,1,9,10,1,37,3,66,2
7,9,2,3,15,16,3,28,3,240,2
10,10,7,7,30,30,5,74,5,385,2
21,21,12,13,46,46,19,132,21,296,2
24,24,19,19,51,51,14,280,14,535,2
82,84,48,48,142,143,68,288,68,1557,2
8,10,5,7,22,24,8,116,10,218,2
2,3,4,4,12,12,2,75,3,131,2
29,31,27,28,52,52,21,370,22,652,2
29,29,29,30,73,74,28,322,28,695,2
0,0,0,2,3,5,0,17,2,22,2
10,10,8,8,43,43,10,155,11,265,2
5,5,6,8,36,37,3,59,3,313,2
14,16,22,22,91,91,30,274,31,504,2
34,34,8,9,93,93,13,128,15,860,2
4,4,3,4,11,13,1,69,3,128,2
4,5,1,1,15,16,7,47,7,125,2
1,1,1,2,3,5,1,25,1,40,2
2,2,2,4,5,5,2,38,2,86,2
22,22,20,20,97,97,36,203,38,876,2
30,32,41,42,189,191,42,176,44,1159,2
4,5,4,4,20,20,11,45,11,191,2
2,3,1,2,13,14,3,34,4,107,2
22,22,13,14,59,60,22,227,23,662,2
2,2,1,2,12,13,1,42,2,69,2
10,11,4,4,30,31,7,144,8,243,2
14,16,8,8,51,51,17,53,18,375,2
34,35,24,24,85,85,21,239,21,496,2
0,1,0,1,2,3,0,9,1,25,2
7,7,4,4,17,18,3,66,3,97,2
24,25,19,20,87,88,49,464,49,873,2
3,3,2,2,8,10,2,18,2,65,2
14,14,31,31,129,129,48,150,48,1208,2
6,7,9,10,62,64,11,232,12,518,2
5,7,0,2,12,12,5,38,7,89,2
7,7,7,8,33,34,10,52,11,356,2
5,7,4,4,24,24,4,45,4,169,2
5,6,13,13,49,49,5,40,6,269,2
28,28,20,21,79,79,23,202,23,499,2
1,1,0,0,3,3,0,21,1,40,2
0,0,0,0,1,2,0,12,0,23,2
2,3,1,2,27,27,8,45,8,208,2
1,3,0,1,5,6,0,14,1,60,2
1,1,1,2,8,8,2,70,2,136,2
1,1,1,2,12,12,2,19,2,131,2
2,3,1,2,10,10,0,12,1,94,2
0,0,0,1,3,3,0,9,1,50,2
121,121,97,97,424,424,106,378,106,3291,2
6,8,5,6,38,38,6,115,8,260,2
11,11,11,11,48,49,19,177,20,339,2
0,1,0,1,2,2,1,20,1,34,2
30,30,13,14,60,61,31,321,31,644,2
2,3,2,3,20,20,5,55,5,95,2
18,18,9,9,27,27,23,139,23,262,2
1,2,0,1,4,4,1,12,2,47,2
10,11,4,6,46,46,4,125,4,425,2
49,49,36,36,92,92,56,368,57,866,2
17,17,10,10,28,28,9,84,9,536,2
2,3,5,6,9,11,5,24,6,117,2
5,6,8,8,27,28,10,114,10,521,2
1,1,0,1,6,6,0,9,1,41,2
22,22,17,18,84,85,14,258,16,1343,2
8,8,11,12,29,30,7,54,7,313,2
1,2,1,2,7,9,4,11,4,92,2
7,9,13,13,36,36,13,63,14,336,2
10,10,10,12,50,50,9,32,9,275,2
13,14,8,9,14,14,8,111,8,241,2
34,35,32,34,91,93,51,130,51,917,2
7,7,14,14,55,56,10,152,11,374,2
20,21,35,36,88,88,39,186,39,1371,2
0,0,0,1,4,4,0,9,0,35,2
5,6,4,5,9,9,4,66,4,124,2
4,4,4,4,22,22,3,27,3,218,2
2,2,2,2,5,7,0,19,2,26,2
0,1,0,1,1,2,0,9,0,23,2
20,21,46,46,116,116,73,520,75,875,2
4,4,4,5,7,9,4,43,5,77,2
3,3,1,1,9,9,0,12,1,97,2
9,11,7,7,44,45,11,106,12,258,2
